p,	n,	poly
733,	19,	x^19 + x^18 + 69
733,	20,	x^20 + x^19 + 106
733,	21,	x^21 + x^20 + 6
733,	22,	x^22 + x^21 + 99
733,	23,	x^23 + x^22 + 28
733,	24,	x^24 + 2*x^23 + 72
739,	2,	x^2 + x + 22
739,	3,	x^3 + x^2 + 11
739,	4,	x^4 + x^3 + 3
739,	5,	x^5 + x^4 + 9
739,	6,	x^6 + x^5 + 19
739,	7,	x^7 + x^6 + 11
739,	8,	x^8 + x^7 + 72
739,	9,	x^9 + x^8 + 6
739,	10,	x^10 + x^9 + 51
739,	11,	x^11 + x^10 + 11
739,	12,	x^12 + x^11 + 117
739,	13,	x^13 + x^12 + 21
739,	14,	x^14 + x^13 + 123
739,	15,	x^15 + x^14 + 31
739,	16,	x^16 + x^15 + 23
739,	17,	x^17 + x^16 + 6
739,	18,	x^18 + x^17 + 86
739,	19,	x^19 + x^18 + 58
739,	20,	x^20 + x^19 + 19
739,	21,	x^21 + x^20 + 49
739,	22,	x^22 + x^21 + 3
739,	23,	x^23 + x^22 + 73
739,	24,	x^24 + x^23 + 7
743,	2,	x^2 + x + 5
743,	3,	x^3 + x^2 + 8
743,	4,	x^4 + x^3 + 20
743,	5,	x^5 + x^4 + 2
743,	6,	x^6 + x^5 + 34
743,	7,	x^7 + x^6 + 6
743,	8,	x^8 + x^7 + 28
743,	9,	x^9 + x^8 + 19
743,	10,	x^10 + x^9 + 89
743,	11,	x^11 + x^10 + 8
743,	12,	x^12 + x^11 + 87
743,	13,	x^13 + x^12 + 3
743,	14,	x^14 + x^13 + 10
743,	15,	x^15 + x^14 + 2
743,	16,	x^16 + x^15 + 201
743,	17,	x^17 + x^16 + 3
743,	18,	x^18 + x^17 + 26
743,	19,	x^19 + x^18 + 74
743,	20,	x^20 + x^19 + 177
743,	21,	x^21 + x^20 + 11
743,	22,	x^22 + x^21 + 14
743,	23,	x^23 + x^22 + 24
743,	24,	x^24 + x^23 + 10
751,	2,	x^2 + x + 12
751,	3,	x^3 + x^2 + 19
751,	4,	x^4 + x^3 + 15
751,	5,	x^5 + x^4 + 2
751,	6,	x^6 + x^5 + 67
751,	7,	x^7 + x^6 + 20
751,	8,	x^8 + x^7 + 24
751,	9,	x^9 + x^8 + 16
751,	10,	x^10 + x^9 + 17
751,	11,	x^11 + x^10 + 128
751,	12,	x^12 + x^11 + 158
751,	13,	x^13 + x^12 + 4
751,	14,	x^14 + x^13 + 44
751,	15,	x^15 + x^14 + 23
751,	16,	x^16 + x^15 + 39
751,	17,	x^17 + x^16 + 19
751,	18,	x^18 + x^17 + 274
751,	19,	x^19 + x^18 + 2
751,	20,	x^20 + x^19 + 44
751,	21,	x^21 + x^20 + 5
751,	22,	x^22 + x^21 + 431
751,	23,	x^23 + x^22 + 2
751,	24,	x^24 + x^23 + 24
757,	2,	x^2 + x + 6
757,	3,	x^3 + x^2 + 5
757,	4,	x^4 + x^3 + 32
757,	5,	x^5 + x^4 + 37
757,	6,	x^6 + x^5 + 31
757,	7,	x^7 + x^6 + 6
757,	8,	x^8 + x^7 + 54
757,	9,	x^9 + x^8 + 2
757,	10,	x^10 + x^9 + 45
757,	11,	x^11 + x^10 + 101
757,	12,	x^12 + x^11 + 14
757,	13,	x^13 + x^12 + 14
757,	14,	x^14 + x^13 + 56
757,	15,	x^15 + x^14 + 140
757,	16,	x^16 + x^15 + 93
757,	17,	x^17 + x^16 + 126
757,	18,	x^18 + x^17 + 35
757,	19,	x^19 + x^18 + 5
757,	20,	x^20 + x^19 + 14
757,	21,	x^21 + x^20 + 96
757,	22,	x^22 + x^21 + 253
757,	23,	x^23 + x^22 + 37
757,	24,	x^24 + x^23 + 416
761,	2,	x^2 + x + 7
761,	3,	x^3 + x^2 + 6
761,	4,	x^4 + x^3 + 7
761,	5,	x^5 + x^4 + 83
761,	6,	x^6 + x^5 + 6
761,	7,	x^7 + x^6 + 7
761,	8,	x^8 + x^7 + 22
761,	9,	x^9 + x^8 + 11
761,	10,	x^10 + x^9 + 7
761,	11,	x^11 + x^10 + 11
761,	12,	x^12 + x^11 + 126
761,	13,	x^13 + x^12 + 54
761,	14,	x^14 + x^13 + 123
761,	15,	x^15 + x^14 + 53
761,	16,	x^16 + x^15 + 108
761,	17,	x^17 + x^16 + 26
761,	18,	x^18 + x^17 + 193
761,	19,	x^19 + x^18 + 120
761,	20,	x^20 + x^19 + 111
761,	21,	x^21 + x^20 + 43
761,	22,	x^22 + x^21 + 56
761,	23,	x^23 + x^22 + 22
761,	24,	x^24 + x^23 + 106
769,	2,	x^2 + x + 21
769,	3,	x^3 + x^2 + 11
769,	4,	x^4 + x^3 + 23
769,	5,	x^5 + x^4 + 11
769,	6,	x^6 + x^5 + 11
769,	7,	x^7 + x^6 + 13
769,	8,	x^8 + x^7 + 71
769,	9,	x^9 + x^8 + 29
769,	10,	x^10 + x^9 + 59
769,	11,	x^11 + x^10 + 21
769,	12,	x^12 + x^11 + 29
769,	13,	x^13 + x^12 + 87
769,	14,	x^14 + x^13 + 44
769,	15,	x^15 + x^14 + 83
769,	16,	x^16 + x^15 + 52
769,	17,	x^17 + x^16 + 88
769,	18,	x^18 + x^17 + 221
769,	19,	x^19 + x^18 + 103
769,	20,	x^20 + x^19 + 59
769,	21,	x^21 + x^20 + 145
769,	22,	x^22 + x^21 + 237
769,	23,	x^23 + x^22 + 109
769,	24,	x^24 + x^23 + 652
773,	2,	x^2 + x + 2
773,	3,	x^3 + x^2 + 3
773,	4,	x^4 + x^3 + 2
773,	5,	x^5 + x^4 + 2
773,	6,	x^6 + x^5 + 7
773,	7,	x^7 + x^6 + 12
773,	8,	x^8 + x^7 + 22
773,	9,	x^9 + x^8 + 45
773,	10,	x^10 + x^9 + 3
773,	11,	x^11 + x^10 + 2
773,	12,	x^12 + x^11 + 41
773,	13,	x^13 + x^12 + 3
773,	14,	x^14 + x^13 + 76
773,	15,	x^15 + x^14 + 45
773,	16,	x^16 + x^15 + 42
773,	17,	x^17 + x^16 + 5
773,	18,	x^18 + x^17 + 88
773,	19,	x^19 + x^18 + 33
773,	20,	x^20 + x^19 + 116
773,	21,	x^21 + x^20 + 13
773,	22,	x^22 + x^21 + 48
773,	23,	x^23 + x^22 + 101
773,	24,	x^24 + x^23 + 114
787,	2,	x^2 + x + 2
787,	3,	x^3 + x^2 + 7
787,	4,	x^4 + x^3 + 56
787,	5,	x^5 + x^4 + 19
787,	6,	x^6 + x^5 + 14
787,	7,	x^7 + x^6 + 6
787,	8,	x^8 + x^7 + 14
787,	9,	x^9 + x^8 + 40
787,	10,	x^10 + x^9 + 21
787,	11,	x^11 + x^10 + 19
787,	12,	x^12 + x^11 + 69
787,	13,	x^13 + x^12 + 10
787,	14,	x^14 + x^13 + 13
787,	15,	x^15 + x^14 + 19
787,	16,	x^16 + x^15 + 18
787,	17,	x^17 + x^16 + 25
787,	18,	x^18 + x^17 + 78
787,	19,	x^19 + x^18 + 42
787,	20,	x^20 + x^19 + 2
787,	21,	x^21 + x^20 + 25
787,	22,	x^22 + x^21 + 2
787,	23,	x^23 + x^22 + 122
787,	24,	x^24 + x^23 + 127
797,	2,	x^2 + x + 8
797,	3,	x^3 + x^2 + 3
797,	4,	x^4 + x^3 + 23
797,	5,	x^5 + x^4 + 28
797,	6,	x^6 + x^5 + 18
797,	7,	x^7 + x^6 + 7
797,	8,	x^8 + x^7 + 23
797,	9,	x^9 + x^8 + 12
797,	10,	x^10 + x^9 + 8
797,	11,	x^11 + x^10 + 18
797,	12,	x^12 + x^11 + 12
797,	13,	x^13 + x^12 + 23
797,	14,	x^14 + x^13 + 29
797,	15,	x^15 + x^14 + 20
797,	16,	x^16 + x^15 + 33
797,	17,	x^17 + x^16 + 3
797,	18,	x^18 + x^17 + 45
797,	19,	x^19 + x^18 + 18
797,	20,	x^20 + x^19 + 125
797,	21,	x^21 + x^20 + 51
797,	22,	x^22 + x^21 + 19
797,	23,	x^23 + x^22 + 34
797,	24,	x^24 + x^23 + 53
809,	2,	x^2 + x + 12
809,	3,	x^3 + x^2 + 12
809,	4,	x^4 + x^3 + 3
809,	5,	x^5 + x^4 + 11
809,	6,	x^6 + x^5 + 22
809,	7,	x^7 + x^6 + 48
809,	8,	x^8 + x^7 + 24
809,	9,	x^9 + x^8 + 17
809,	10,	x^10 + x^9 + 24
809,	11,	x^11 + x^10 + 6
809,	12,	x^12 + x^11 + 110
809,	13,	x^13 + x^12 + 71
809,	14,	x^14 + x^13 + 37
809,	15,	x^15 + x^14 + 12
809,	16,	x^16 + x^15 + 48
809,	17,	x^17 + x^16 + 57
809,	18,	x^18 + x^17 + 469
809,	19,	x^19 + x^18 + 3
809,	20,	x^20 + x^19 + 48
809,	21,	x^21 + x^20 + 31
809,	22,	x^22 + x^21 + 48
809,	23,	x^23 + x^22 + 54
809,	24,	x^24 + x^23 + 3
811,	2,	x^2 + x + 10
811,	3,	x^3 + x^2 + 9
811,	4,	x^4 + x^3 + 13
811,	5,	x^5 + x^4 + 34
811,	6,	x^6 + x^5 + 13
811,	7,	x^7 + x^6 + 25
811,	8,	x^8 + x^7 + 21
811,	9,	x^9 + x^8 + 5
811,	10,	x^10 + x^9 + 13
811,	11,	x^11 + x^10 + 35
811,	12,	x^12 + x^11 + 33
811,	13,	x^13 + x^12 + 77
811,	14,	x^14 + x^13 + 3
811,	15,	x^15 + x^14 + 46
811,	16,	x^16 + x^15 + 113
811,	17,	x^17 + x^16 + 97
811,	18,	x^18 + x^17 + 52
811,	19,	x^19 + x^18 + 34
811,	20,	x^20 + x^19 + 102
811,	21,	x^21 + x^20 + 45
811,	22,	x^22 + x^21 + 48
811,	23,	x^23 + x^22 + 9
811,	24,	x^24 + x^23 + 493
821,	2,	x^2 + x + 3
821,	3,	x^3 + x^2 + 10
821,	4,	x^4 + x^3 + 2
821,	5,	x^5 + x^4 + 10
821,	6,	x^6 + x^5 + 21
821,	7,	x^7 + x^6 + 11
821,	8,	x^8 + x^7 + 14
821,	9,	x^9 + x^8 + 14
821,	10,	x^10 + x^9 + 74
821,	11,	x^11 + x^10 + 15
821,	12,	x^12 + x^11 + 66
821,	13,	x^13 + x^12 + 87
821,	14,	x^14 + x^13 + 78
821,	15,	x^15 + x^14 + 74
821,	16,	x^16 + x^15 + 68
821,	17,	x^17 + x^16 + 13
821,	18,	x^18 + x^17 + 97
821,	19,	x^19 + x^18 + 27
821,	20,	x^20 + x^19 + 240
821,	21,	x^21 + x^20 + 44
821,	22,	x^22 + x^21 + 97
821,	23,	x^23 + x^22 + 44
821,	24,	x^24 + x^23 + 129
823,	2,	x^2 + x + 14
823,	3,	x^3 + x^2 + 30
823,	4,	x^4 + x^3 + 6
823,	5,	x^5 + x^4 + 15
823,	6,	x^6 + x^5 + 3
823,	7,	x^7 + x^6 + 4
823,	8,	x^8 + x^7 + 23
823,	9,	x^9 + x^8 + 87
823,	10,	x^10 + x^9 + 7
823,	11,	x^11 + x^10 + 15
823,	12,	x^12 + x^11 + 7
823,	13,	x^13 + x^12 + 100
823,	14,	x^14 + x^13 + 134
823,	15,	x^15 + x^14 + 49
823,	16,	x^16 + x^15 + 22
823,	17,	x^17 + x^16 + 16
823,	18,	x^18 + x^17 + 243
823,	19,	x^19 + x^18 + 21
823,	20,	x^20 + x^19 + 17
823,	21,	x^21 + x^20 + 15
823,	22,	x^22 + x^21 + 186
823,	23,	x^23 + x^22 + 466
823,	24,	x^24 + x^23 + 101
827,	2,	x^2 + x + 6
827,	3,	x^3 + x^2 + 9
827,	4,	x^4 + x^3 + 15
827,	5,	x^5 + x^4 + 40
827,	6,	x^6 + x^5 + 53
827,	7,	x^7 + x^6 + 3
827,	8,	x^8 + x^7 + 22
827,	9,	x^9 + x^8 + 10
827,	10,	x^10 + x^9 + 17
827,	11,	x^11 + x^10 + 61
827,	12,	x^12 + x^11 + 37
827,	13,	x^13 + x^12 + 75
827,	14,	x^14 + x^13 + 15
827,	15,	x^15 + x^14 + 69
827,	16,	x^16 + x^15 + 50
827,	17,	x^17 + x^16 + 65
827,	18,	x^18 + x^17 + 15
827,	19,	x^19 + x^18 + 10
827,	20,	x^20 + x^19 + 220
827,	21,	x^21 + x^20 + 76
827,	22,	x^22 + x^21 + 148
827,	23,	x^23 + x^22 + 40
829,	2,	x^2 + x + 2
829,	3,	x^3 + x^2 + 22
829,	4,	x^4 + x^3 + 22
829,	5,	x^5 + x^4 + 19
829,	6,	x^6 + x^5 + 21
829,	7,	x^7 + x^6 + 2
829,	8,	x^8 + x^7 + 2
829,	9,	x^9 + x^8 + 21
829,	10,	x^10 + x^9 + 40
829,	11,	x^11 + x^10 + 40
829,	12,	x^12 + x^11 + 21
829,	13,	x^13 + x^12 + 28
829,	14,	x^14 + x^13 + 21
829,	15,	x^15 + x^14 + 24
829,	16,	x^16 + x^15 + 63
829,	17,	x^17 + x^16 + 21
829,	18,	x^18 + x^17 + 103
829,	19,	x^19 + x^18 + 19
829,	20,	x^20 + x^19 + 98
829,	21,	x^21 + x^20 + 30
829,	22,	x^22 + x^21 + 6
829,	23,	x^23 + x^22 + 134
839,	2,	x^2 + x + 11
839,	3,	x^3 + x^2 + 2
839,	4,	x^4 + x^3 + 17
839,	5,	x^5 + x^4 + 2
839,	6,	x^6 + x^5 + 41
839,	7,	x^7 + x^6 + 15
839,	8,	x^8 + x^7 + 31
839,	9,	x^9 + x^8 + 21
839,	10,	x^10 + x^9 + 153
839,	11,	x^11 + x^10 + 4
839,	12,	x^12 + x^11 + 71
839,	13,	x^13 + x^12 + 4
839,	14,	x^14 + x^13 + 22
839,	15,	x^15 + x^14 + 42
839,	16,	x^16 + x^15 + 158
839,	17,	x^17 + x^16 + 9
839,	18,	x^18 + x^17 + 51
839,	19,	x^19 + x^18 + 14
839,	20,	x^20 + x^19 + 149
839,	21,	x^21 + x^20 + 24
839,	22,	x^22 + x^21 + 62
839,	23,	x^23 + x^22 + 9
853,	2,	x^2 + x + 2
853,	3,	x^3 + x^2 + 6
853,	4,	x^4 + x^3 + 32
853,	5,	x^5 + x^4 + 38
853,	6,	x^6 + x^5 + 51
853,	7,	x^7 + x^6 + 17
853,	8,	x^8 + x^7 + 54
853,	9,	x^9 + x^8 + 38
853,	10,	x^10 + x^9 + 87
853,	11,	x^11 + x^10 + 6
853,	12,	x^12 + x^11 + 87
853,	13,	x^13 + x^12 + 6
853,	14,	x^14 + x^13 + 32
853,	15,	x^15 + x^14 + 38
853,	16,	x^16 + x^15 + 229
853,	17,	x^17 + x^16 + 6
853,	18,	x^18 + x^17 + 20
853,	19,	x^19 + x^18 + 29
853,	20,	x^20 + x^19 + 44
853,	21,	x^21 + x^20 + 86
853,	22,	x^22 + x^21 + 6
853,	23,	x^23 + x^22 + 29
857,	2,	x^2 + x + 5
857,	3,	x^3 + x^2 + 5
857,	4,	x^4 + x^3 + 5
857,	5,	x^5 + x^4 + 6
857,	6,	x^6 + x^5 + 40
857,	7,	x^7 + x^6 + 28
857,	8,	x^8 + x^7 + 5
857,	9,	x^9 + x^8 + 123
857,	10,	x^10 + x^9 + 28
857,	11,	x^11 + x^10 + 7
857,	12,	x^12 + x^11 + 3
857,	13,	x^13 + x^12 + 14
857,	14,	x^14 + x^13 + 63
857,	15,	x^15 + x^14 + 20
857,	16,	x^16 + x^15 + 65
857,	17,	x^17 + x^16 + 28
857,	18,	x^18 + x^17 + 87
857,	19,	x^19 + x^18 + 5
857,	20,	x^20 + x^19 + 59
857,	21,	x^21 + x^20 + 20
857,	22,	x^22 + x^21 + 12
857,	23,	x^23 + x^22 + 34
859,	2,	x^2 + x + 2
859,	3,	x^3 + x^2 + 9
859,	4,	x^4 + x^3 + 2
859,	5,	x^5 + x^4 + 7
859,	6,	x^6 + x^5 + 2
859,	7,	x^7 + x^6 + 16
859,	8,	x^8 + x^7 + 32
859,	9,	x^9 + x^8 + 5
859,	10,	x^10 + x^9 + 70
859,	11,	x^11 + x^10 + 68
859,	12,	x^12 + x^11 + 29
859,	13,	x^13 + x^12 + 7
859,	14,	x^14 + x^13 + 90
859,	15,	x^15 + x^14 + 47
859,	16,	x^16 + x^15 + 40
859,	17,	x^17 + x^16 + 22
859,	18,	x^18 + x^17 + 51
859,	19,	x^19 + x^18 + 5
859,	20,	x^20 + x^19 + 122
859,	21,	x^21 + x^20 + 16
859,	22,	x^22 + x^21 + 283
859,	23,	x^23 + x^22 + 152
863,	2,	x^2 + x + 5
863,	3,	x^3 + x^2 + 3
863,	4,	x^4 + x^3 + 46
863,	5,	x^5 + x^4 + 27
863,	6,	x^6 + x^5 + 52
863,	7,	x^7 + x^6 + 2
863,	8,	x^8 + x^7 + 21
863,	9,	x^9 + x^8 + 8
863,	10,	x^10 + x^9 + 33
863,	11,	x^11 + x^10 + 25
863,	12,	x^12 + x^11 + 11
863,	13,	x^13 + x^12 + 25
863,	14,	x^14 + x^13 + 47
863,	15,	x^15 + x^14 + 37
863,	16,	x^16 + x^15 + 84
863,	17,	x^17 + x^16 + 49
863,	18,	x^18 + x^17 + 83
863,	19,	x^19 + x^18 + 34
863,	20,	x^20 + x^19 + 301
863,	21,	x^21 + x^20 + 17
863,	22,	x^22 + x^21 + 33
863,	23,	x^23 + x^22 + 53
877,	2,	x^2 + x + 5
877,	3,	x^3 + x^2 + 2
877,	4,	x^4 + x^3 + 19
877,	5,	x^5 + x^4 + 2
877,	6,	x^6 + x^5 + 19
877,	7,	x^7 + x^6 + 42
877,	8,	x^8 + x^7 + 42
877,	9,	x^9 + x^8 + 44
877,	10,	x^10 + x^9 + 42
877,	11,	x^11 + x^10 + 62
877,	12,	x^12 + x^11 + 42
877,	13,	x^13 + x^12 + 58
877,	14,	x^14 + x^13 + 96
877,	15,	x^15 + x^14 + 44
877,	16,	x^16 + x^15 + 14
877,	17,	x^17 + x^16 + 47
877,	18,	x^18 + x^17 + 62
877,	19,	x^19 + x^18 + 142
877,	20,	x^20 + x^19 + 101
877,	21,	x^21 + x^20 + 180
877,	22,	x^22 + x^21 + 14
877,	23,	x^23 + x^22 + 188
881,	2,	x^2 + x + 15
881,	3,	x^3 + x^2 + 3
881,	4,	x^4 + x^3 + 3
881,	5,	x^5 + x^4 + 3
881,	6,	x^6 + x^5 + 17
881,	7,	x^7 + x^6 + 24
881,	8,	x^8 + x^7 + 17
881,	9,	x^9 + x^8 + 15
881,	10,	x^10 + x^9 + 35
881,	11,	x^11 + x^10 + 23
881,	12,	x^12 + x^11 + 14
881,	13,	x^13 + x^12 + 3
881,	14,	x^14 + x^13 + 17
881,	15,	x^15 + x^14 + 31
881,	16,	x^16 + x^15 + 14
881,	17,	x^17 + x^16 + 30
881,	18,	x^18 + x^17 + 46
881,	19,	x^19 + x^18 + 53
881,	20,	x^20 + x^19 + 249
881,	21,	x^21 + x^20 + 287
881,	22,	x^22 + x^21 + 310
881,	23,	x^23 + x^22 + 53
883,	2,	x^2 + x + 28
883,	3,	x^3 + x^2 + 6
883,	4,	x^4 + x^3 + 19
883,	5,	x^5 + x^4 + 67
883,	6,	x^6 + x^5 + 2
883,	7,	x^7 + x^6 + 6
883,	8,	x^8 + x^7 + 59
883,	9,	x^9 + x^8 + 14
883,	10,	x^10 + x^9 + 39
883,	11,	x^11 + x^10 + 35
883,	12,	x^12 + x^11 + 34
883,	13,	x^13 + x^12 + 29
883,	14,	x^14 + x^13 + 87
883,	15,	x^15 + x^14 + 35
883,	16,	x^16 + x^15 + 230
883,	17,	x^17 + x^16 + 88
883,	18,	x^18 + x^17 + 99
883,	19,	x^19 + x^18 + 13
883,	20,	x^20 + x^19 + 42
883,	21,	x^21 + x^20 + 21
883,	22,	x^22 + x^21 + 147
883,	23,	x^23 + x^22 + 150
887,	2,	x^2 + x + 10
887,	3,	x^3 + x^2 + 2
887,	4,	x^4 + x^3 + 62
887,	5,	x^5 + x^4 + 2
887,	6,	x^6 + x^5 + 65
887,	7,	x^7 + x^6 + 2
887,	8,	x^8 + x^7 + 15
887,	9,	x^9 + x^8 + 2
887,	10,	x^10 + x^9 + 29
887,	11,	x^11 + x^10 + 2
887,	12,	x^12 + x^11 + 235
887,	13,	x^13 + x^12 + 28
887,	14,	x^14 + x^13 + 45
887,	15,	x^15 + x^14 + 6
887,	16,	x^16 + x^15 + 10
887,	17,	x^17 + x^16 + 21
887,	18,	x^18 + x^17 + 34
887,	19,	x^19 + x^18 + 7
887,	20,	x^20 + x^19 + 68
887,	21,	x^21 + x^20 + 27
887,	22,	x^22 + x^21 + 134
887,	23,	x^23 + x^22 + 56
907,	2,	x^2 + x + 5
907,	3,	x^3 + x^2 + 13
907,	4,	x^4 + x^3 + 3
907,	5,	x^5 + x^4 + 4
907,	6,	x^6 + x^5 + 37
907,	7,	x^7 + x^6 + 4
907,	8,	x^8 + x^7 + 20
907,	9,	x^9 + x^8 + 40
907,	10,	x^10 + x^9 + 29
907,	11,	x^11 + x^10 + 9
907,	12,	x^12 + x^11 + 5
907,	13,	x^13 + x^12 + 40
907,	14,	x^14 + x^13 + 37
907,	15,	x^15 + x^14 + 194
907,	16,	x^16 + x^15 + 98
907,	17,	x^17 + x^16 + 33
907,	18,	x^18 + x^17 + 66
907,	19,	x^19 + x^18 + 40
907,	20,	x^20 + x^19 + 2
907,	21,	x^21 + x^20 + 78
907,	22,	x^22 + x^21 + 59
907,	23,	x^23 + x^22 + 77
911,	2,	x^2 + x + 37
911,	3,	x^3 + x^2 + 3
911,	4,	x^4 + x^3 + 17
911,	5,	x^5 + x^4 + 43
911,	6,	x^6 + x^5 + 63
911,	7,	x^7 + x^6 + 10
911,	8,	x^8 + x^7 + 35
911,	9,	x^9 + x^8 + 46
911,	10,	x^10 + x^9 + 17
911,	11,	x^11 + x^10 + 25
911,	12,	x^12 + x^11 + 110
911,	13,	x^13 + x^12 + 81
911,	14,	x^14 + x^13 + 59
911,	15,	x^15 + x^14 + 13
911,	16,	x^16 + x^15 + 109
911,	17,	x^17 + x^16 + 13
911,	18,	x^18 + x^17 + 55
911,	19,	x^19 + x^18 + 82
911,	20,	x^20 + x^19 + 91
911,	21,	x^21 + x^20 + 38
911,	22,	x^22 + x^21 + 364
911,	23,	x^23 + x^22 + 115
919,	2,	x^2 + x + 15
919,	3,	x^3 + x^2 + 40
919,	4,	x^4 + x^3 + 15
919,	5,	x^5 + x^4 + 25
919,	6,	x^6 + x^5 + 15
919,	7,	x^7 + x^6 + 20
919,	8,	x^8 + x^7 + 38
919,	9,	x^9 + x^8 + 40
919,	10,	x^10 + x^9 + 15
919,	11,	x^11 + x^10 + 44
919,	12,	x^12 + x^11 + 19
919,	13,	x^13 + x^12 + 20
919,	14,	x^14 + x^13 + 147
919,	15,	x^15 + x^14 + 372
919,	16,	x^16 + x^15 + 69
919,	17,	x^17 + x^16 + 50
919,	18,	x^18 + x^17 + 328
919,	19,	x^19 + x^18 + 123
919,	20,	x^20 + x^19 + 171
919,	21,	x^21 + x^20 + 90
919,	22,	x^22 + x^21 + 7
919,	23,	x^23 + x^22 + 10
929,	2,	x^2 + x + 7
929,	3,	x^3 + x^2 + 3
929,	4,	x^4 + x^3 + 14
929,	5,	x^5 + x^4 + 6
929,	6,	x^6 + x^5 + 34
929,	7,	x^7 + x^6 + 26
929,	8,	x^8 + x^7 + 12
929,	9,	x^9 + x^8 + 13
929,	10,	x^10 + x^9 + 69
929,	11,	x^11 + x^10 + 14
929,	12,	x^12 + x^11 + 63
929,	13,	x^13 + x^12 + 41
929,	14,	x^14 + x^13 + 24
929,	15,	x^15 + x^14 + 27
929,	16,	x^16 + x^15 + 77
929,	17,	x^17 + x^16 + 14
929,	18,	x^18 + x^17 + 27
929,	19,	x^19 + x^18 + 31
929,	20,	x^20 + x^19 + 62
929,	21,	x^21 + x^20 + 65
929,	22,	x^22 + x^21 + 266
929,	23,	x^23 + x^22 + 12
937,	2,	x^2 + x + 11
937,	3,	x^3 + x^2 + 5
937,	4,	x^4 + x^3 + 5
937,	5,	x^5 + x^4 + 10
937,	6,	x^6 + x^5 + 21
937,	7,	x^7 + x^6 + 33
937,	8,	x^8 + x^7 + 7
937,	9,	x^9 + x^8 + 11
937,	10,	x^10 + x^9 + 11
937,	11,	x^11 + x^10 + 7
937,	12,	x^12 + x^11 + 130
937,	13,	x^13 + x^12 + 86
937,	14,	x^14 + x^13 + 56
937,	15,	x^15 + x^14 + 175
937,	16,	x^16 + x^15 + 134
937,	17,	x^17 + x^16 + 30
937,	18,	x^18 + x^17 + 11
937,	19,	x^19 + x^18 + 92
937,	20,	x^20 + x^19 + 45
937,	21,	x^21 + x^20 + 47
937,	22,	x^22 + x^21 + 149
937,	23,	x^23 + x^22 + 92
941,	2,	x^2 + x + 2
941,	3,	x^3 + x^2 + 2
941,	4,	x^4 + x^3 + 7
941,	5,	x^5 + x^4 + 13
941,	6,	x^6 + x^5 + 3
941,	7,	x^7 + x^6 + 13
941,	8,	x^8 + x^7 + 11
941,	9,	x^9 + x^8 + 11
941,	10,	x^10 + x^9 + 63
941,	11,	x^11 + x^10 + 58
941,	12,	x^12 + x^11 + 82
941,	13,	x^13 + x^12 + 138
941,	14,	x^14 + x^13 + 155
941,	15,	x^15 + x^14 + 67
941,	16,	x^16 + x^15 + 10
941,	17,	x^17 + x^16 + 58
941,	18,	x^18 + x^17 + 117
941,	19,	x^19 + x^18 + 31
941,	20,	x^20 + x^19 + 10
941,	21,	x^21 + x^20 + 58
941,	22,	x^22 + x^21 + 99
941,	23,	x^23 + x^22 + 7
947,	2,	x^2 + x + 19
947,	3,	x^3 + x^2 + 12
947,	4,	x^4 + x^3 + 37
947,	5,	x^5 + x^4 + 3
947,	6,	x^6 + x^5 + 8
947,	7,	x^7 + x^6 + 14
947,	8,	x^8 + x^7 + 29
947,	9,	x^9 + x^8 + 31
947,	10,	x^10 + x^9 + 6
947,	11,	x^11 + x^10 + 46
947,	12,	x^12 + x^11 + 57
947,	13,	x^13 + x^12 + 91
947,	14,	x^14 + x^13 + 8
947,	15,	x^15 + x^14 + 35
947,	16,	x^16 + x^15 + 2
947,	17,	x^17 + x^16 + 14
947,	18,	x^18 + x^17 + 172
947,	19,	x^19 + x^18 + 75
947,	20,	x^20 + x^19 + 101
947,	21,	x^21 + x^20 + 85
947,	22,	x^22 + x^21 + 92
947,	23,	x^23 + x^22 + 100
953,	2,	x^2 + x + 5
953,	3,	x^3 + x^2 + 3
953,	4,	x^4 + x^3 + 10
953,	5,	x^5 + x^4 + 3
953,	6,	x^6 + x^5 + 19
953,	7,	x^7 + x^6 + 38
953,	8,	x^8 + x^7 + 96
953,	9,	x^9 + x^8 + 11
953,	10,	x^10 + x^9 + 54
953,	11,	x^11 + x^10 + 47
953,	12,	x^12 + x^11 + 48
953,	13,	x^13 + x^12 + 61
953,	14,	x^14 + x^13 + 96
953,	15,	x^15 + x^14 + 61
953,	16,	x^16 + x^15 + 337
953,	17,	x^17 + x^16 + 102
953,	18,	x^18 + x^17 + 160
953,	19,	x^19 + x^18 + 23
953,	20,	x^20 + x^19 + 11
953,	21,	x^21 + x^20 + 27
953,	22,	x^22 + x^21 + 76
953,	23,	x^23 + x^22 + 70
967,	2,	x^2 + x + 28
967,	3,	x^3 + x^2 + 2
967,	4,	x^4 + x^3 + 5
967,	5,	x^5 + x^4 + 22
967,	6,	x^6 + x^5 + 12
967,	7,	x^7 + x^6 + 4
967,	8,	x^8 + x^7 + 12
967,	9,	x^9 + x^8 + 98
967,	10,	x^10 + x^9 + 5
967,	11,	x^11 + x^10 + 16
967,	12,	x^12 + x^11 + 38
967,	13,	x^13 + x^12 + 50
967,	14,	x^14 + x^13 + 7
967,	15,	x^15 + x^14 + 138
967,	16,	x^16 + x^15 + 134
967,	17,	x^17 + x^16 + 141
967,	18,	x^18 + x^17 + 250
967,	19,	x^19 + x^18 + 25
